DayOfYear,DepTime,CRSDepTime,ArrTime,CRSArrTime,Unnamed: 0,DayOfWeek,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
106,1160,1152,1247,1256,4162,2,UA,861,N597UA,87.0,104.0,62.0,-9.0,8,BOS,IAD,413,6.0,19.0,0,N,0
137,665,645,783,765,4163,5,WN,3918,N663SW,118.0,120.0,101.0,18.0,20,TPA,ORF,717,4.0,13.0,0,N,0
353,953,933,1005,984,4164,4,9E,2461,80059E,52.0,51.0,34.0,21.0,20,RST,MSP,76,9.0,9.0,0,N,0
93,1290,1280,1363,1355,4165,3,MQ,3569,N827AE,73.0,75.0,55.0,8.0,10,DFW,CRP,354,4.0,14.0,0,N,0
77,1170,1160,1279,1270,4166,1,YV,7269,N27185,109.0,110.0,78.0,9.0,10,ATL,IAD,533,10.0,21.0,0,N,0
307,616,580,688,657,4167,7,CO,497,N67058,192.0,197.0,165.0,31.0,36,IAH,LAS,1222,11.0,16.0,0,N,0
90,686,665,823,792,4168,7,XE,2458,N11565,137.0,127.0,116.0,31.0,21,BNA,IAH,657,7.0,14.0,0,N,0
189,575,545,662,633,4169,1,DL,1545,N633DL,267.0,268.0,240.0,29.0,30,CVG,SNA,1877,11.0,16.0,0,N,0
217,883,850,927,900,4170,1,WN,121,N371SW,44.0,50.0,10.0,27.0,33,BWI,ORF,159,27.0,7.0,0,N,0
90,997,937,1136,1095,4171,7,CO,1859,N18611,199.0,218.0,179.0,41.0,60,DCA,IAH,1208,6.0,14.0,0,N,0
285,373,360,756,775,4172,6,NW,256,N529US,203.0,235.0,186.0,-19.0,13,PHX,DTW,1671,6.0,11.0,0,N,0
35,784,715,1005,938,4173,1,XE,501,N12195,161.0,163.0,145.0,67.0,69,SAT,RDU,1225,3.0,13.0,0,N,0
240,1138,1090,1209,1163,4174,3,US,605,N676AW,71.0,73.0,48.0,46.0,48,LAS,PHX,256,7.0,16.0,0,N,0
45,1389,1290,65,1415,4175,4,AA,2376,N255AA,116.0,125.0,98.0,90.0,99,DFW,ORD,802,7.0,11.0,0,N,0
37,1307,1275,1321,1284,4176,3,FL,455,N959AT,74.0,69.0,51.0,37.0,32,ATL,PNS,272,4.0,19.0,0,N,0
183,946,940,1106,1090,4177,2,AA,1267,N5EXAA,160.0,150.0,127.0,16.0,6,MIA,SJU,1045,4.0,29.0,0,N,0
41,693,652,772,740,4178,7,UA,534,N311UA,79.0,88.0,61.0,32.0,41,OMA,ORD,416,5.0,13.0,0,N,0
264,819,787,996,959,4179,6,AS,62,N785AS,117.0,112.0,103.0,37.0,32,KTN,SEA,680,4.0,10.0,0,N,0
168,1264,1250,1337,1306,4180,1,OH,5441,N656CA,133.0,116.0,99.0,31.0,14,CVG,MSP,596,7.0,27.0,0,N,0
240,1099,1065,1388,1320,4181,3,MQ,4840,N739AE,229.0,195.0,166.0,68.0,34,XNA,LGA,1147,8.0,55.0,0,N,0
127,705,680,1177,1173,4182,2,B6,192,N706JB,292.0,313.0,263.0,4.0,25,LAS,JFK,2248,3.0,26.0,0,N,0
126,1176,1139,1367,1282,4183,1,NW,669,N8923E,191.0,143.0,103.0,85.0,37,LGA,IND,659,8.0,80.0,0,N,0
180,666,614,711,664,4184,6,YV,7165,N75992,45.0,50.0,27.0,47.0,52,ORD,MSN,109,2.0,16.0,0,N,0
3,620,614,788,785,4185,4,UA,1198,N373UA,108.0,111.0,92.0,3.0,6,DEN,MSP,680,5.0,11.0,0,N,0
133,588,580,723,700,4186,1,MQ,4469,N925AE,75.0,60.0,48.0,23.0,8,ORD,TVC,224,4.0,23.0,0,N,0
89,895,880,970,955,4187,6,MQ,3842,N699AE,75.0,75.0,53.0,15.0,15,LIT,DFW,304,11.0,11.0,0,N,0
283,1107,1100,1224,1224,4188,4,OO,7761,N296SW,57.0,64.0,43.0,0.0,7,EKO,SLC,200,5.0,9.0,0,N,0
356,941,875,1025,965,4189,7,WN,493,N733SA,84.0,90.0,69.0,60.0,66,LAS,SMF,397,6.0,9.0,0,N,0
81,894,840,984,930,4190,5,WN,39,N686SW,90.0,90.0,76.0,54.0,54,MCI,DAL,461,5.0,9.0,0,N,0
155,599,580,675,666,4191,2,US,156,N834AW,76.0,86.0,58.0,9.0,19,LAX,PHX,370,9.0,9.0,0,N,0
43,1287,1095,17,1271,4192,2,UA,566,N423UA,110.0,116.0,89.0,186.0,192,ORD,ATL,606,4.0,17.0,0,N,0
41,1122,1110,1193,1179,4193,7,9E,4739,89149E,71.0,69.0,38.0,14.0,12,FAR,MSP,223,21.0,12.0,0,N,0
166,907,865,1038,1005,4194,6,MQ,3814,N503AE,191.0,200.0,175.0,33.0,42,SYR,DFW,1337,10.0,6.0,0,N,0
184,1029,1020,1089,1080,4195,3,WN,2610,N755SA,60.0,60.0,43.0,9.0,9,SLC,BOI,291,3.0,14.0,0,N,0
210,1043,1025,1104,1087,4196,1,XE,2409,N16981,121.0,122.0,103.0,17.0,18,CLE,MCI,694,5.0,13.0,0,N,0
186,1020,1000,1144,1146,4197,5,US,705,N188US,304.0,326.0,286.0,-2.0,20,CLT,SFO,2296,5.0,13.0,0,N,0
207,735,700,773,748,4198,5,OH,5099,N929CA,38.0,48.0,25.0,25.0,35,LEX,CVG,70,3.0,10.0,0,N,0
4,1420,1360,428,364,4199,5,DL,1576,N633DL,268.0,264.0,246.0,64.0,60,PDX,ATL,2172,13.0,9.0,0,N,0
166,1256,1225,1408,1380,4200,6,AA,345,N4XRAA,152.0,155.0,135.0,28.0,31,ORD,SAT,1041,5.0,12.0,0,N,0
216,865,855,923,920,4201,7,WN,3147,N645SW,58.0,65.0,39.0,3.0,10,LAS,LAX,236,7.0,12.0,0,N,0
54,671,660,842,835,4202,6,MQ,4187,N827AE,111.0,115.0,92.0,7.0,11,ORD,RIC,642,3.0,16.0,0,N,0
364,714,615,793,698,4203,1,FL,93,N977AT,79.0,83.0,64.0,95.0,99,RDU,ATL,356,7.0,8.0,0,N,0
131,790,776,968,961,4204,6,9E,2040,91709E,118.0,125.0,94.0,7.0,14,IAH,ATL,689,7.0,17.0,0,N,0
350,1202,1175,1255,1230,4205,1,WN,2927,N526SW,53.0,55.0,42.0,25.0,27,HRL,SAT,233,5.0,6.0,0,N,0
212,643,550,836,745,4206,3,MQ,3799,N843AE,133.0,135.0,108.0,91.0,93,DFW,LEX,785,8.0,17.0,0,N,0
298,670,655,749,735,4207,5,FL,980,N895AT,79.0,80.0,64.0,14.0,15,BWI,PWM,452,4.0,11.0,0,N,0
49,1064,1050,1181,1170,4208,1,AA,1290,N3BVAA,177.0,180.0,156.0,11.0,14,STX,MIA,1139,9.0,12.0,0,N,0
44,759,730,782,770,4209,3,WN,2205,N760SW,83.0,100.0,73.0,12.0,29,AUS,ELP,528,2.0,8.0,0,N,0
9,1280,1270,1382,1383,4210,3,NW,321,N583NW,222.0,233.0,196.0,-1.0,10,MSP,LAX,1536,9.0,17.0,0,N,0
68,1024,975,1042,1005,4211,6,MQ,4485,N640AE,78.0,90.0,58.0,37.0,49,SDF,ORD,286,11.0,9.0,0,N,0
283,779,713,1026,950,4212,4,UA,1688,N408UA,247.0,237.0,224.0,76.0,66,SJU,IAD,1571,9.0,14.0,0,N,0
298,604,590,702,695,4213,5,MQ,3583,N514MQ,98.0,105.0,74.0,7.0,14,DFW,HSV,603,5.0,19.0,0,N,0
319,1040,1015,1156,1135,4214,5,AA,820,N3AKAA,116.0,120.0,98.0,21.0,25,MIA,RDU,700,3.0,15.0,0,N,0
162,908,900,1005,1003,4215,2,OH,5666,N814CA,97.0,103.0,70.0,2.0,8,DCA,BOS,399,5.0,22.0,0,N,0
136,1215,1101,108,1439,4216,4,UA,1621,N460UA,213.0,218.0,201.0,109.0,114,LAX,MSY,1671,3.0,9.0,0,N,0
22,1048,955,1347,1280,4217,2,AA,1178,N4WSAA,179.0,205.0,164.0,67.0,93,SFO,DFW,1464,4.0,11.0,0,N,0
282,1183,1170,1358,1365,4218,3,AA,346,N630AA,115.0,135.0,93.0,-7.0,13,ORD,LGA,733,5.0,17.0,0,N,0
158,1299,1170,1400,1275,4219,5,MQ,4745,N847AE,101.0,105.0,72.0,125.0,129,RDU,LGA,431,7.0,22.0,0,N,0
205,421,410,641,560,4220,3,DL,305,N673DL,220.0,150.0,122.0,81.0,11,LGA,ATL,761,11.0,87.0,0,N,0
55,893,847,962,913,4221,7,UA,1211,N398UA,129.0,126.0,111.0,49.0,46,MSP,DEN,680,5.0,13.0,0,N,0
290,993,985,1082,1064,4222,4,DL,866,N630DL,89.0,79.0,60.0,18.0,8,ATL,RDU,356,5.0,24.0,0,N,0
158,698,680,833,810,4223,5,AA,1517,N5DPAA,195.0,190.0,169.0,23.0,18,MIA,ORD,1197,7.0,19.0,0,N,0
201,1303,1285,1394,1345,4224,6,OO,5817,N925SW,91.0,60.0,71.0,49.0,18,ORD,CID,196,6.0,14.0,0,N,0
315,1433,1355,77,1420,4225,1,AA,1421,N539AA,84.0,65.0,46.0,97.0,78,DFW,SAT,247,4.0,34.0,0,N,0
216,746,740,831,830,4226,7,AA,1481,N259AA,205.0,210.0,190.0,1.0,6,DFW,OAK,1456,6.0,9.0,0,N,0
35,959,930,1105,1080,4227,1,WN,1080,N252WN,86.0,90.0,71.0,25.0,29,ELP,DAL,562,5.0,10.0,0,N,0
163,1323,1234,1355,1270,4228,3,OO,5452,N299SW,32.0,36.0,19.0,85.0,89,MRY,SFO,77,5.0,8.0,0,N,0
49,844,810,1015,940,4229,1,B6,1121,N231JB,171.0,130.0,134.0,75.0,34,RIC,FLL,805,8.0,29.0,0,N,0
178,822,815,1087,1090,4230,4,CO,15,N66051,625.0,635.0,600.0,-3.0,7,EWR,HNL,4962,4.0,21.0,0,N,0
133,1055,1045,1116,1110,4231,1,MQ,4635,N811AE,61.0,65.0,43.0,6.0,10,DCA,RDU,227,4.0,14.0,0,N,0
317,881,870,954,945,4232,3,WN,3205,N772SW,73.0,75.0,58.0,9.0,11,RNO,LAS,345,5.0,10.0,0,N,0
69,1270,1170,1392,1256,4233,7,OH,4989,N868CA,122.0,86.0,48.0,136.0,100,JFK,SYR,209,9.0,65.0,0,N,0
337,505,491,633,602,4234,2,OO,5836,N916SW,68.0,51.0,40.0,31.0,14,ORD,FWA,157,4.0,24.0,0,N,0
123,1010,940,1090,1025,4235,5,AA,1307,N3ATAA,140.0,145.0,109.0,65.0,70,LGA,BNA,764,5.0,26.0,0,N,0
244,622,605,766,755,4236,7,AA,253,N5ECAA,324.0,330.0,309.0,11.0,17,LAX,OGG,2486,4.0,11.0,0,N,0
166,1064,1050,1194,1180,4237,6,WN,3471,N663SW,130.0,130.0,105.0,14.0,14,SEA,OAK,671,6.0,19.0,0,N,0
353,825,790,1086,1068,4238,4,CO,50,N19117,201.0,218.0,176.0,18.0,35,IAH,EWR,1400,10.0,15.0,0,N,0
122,1220,1175,1276,1240,4239,4,WN,271,N289CT,56.0,65.0,44.0,36.0,45,MAF,DAL,319,5.0,7.0,0,N,0
102,1121,1025,1293,1210,4240,5,AA,1999,N5CKAA,172.0,185.0,147.0,83.0,96,EWR,MIA,1086,4.0,21.0,0,N,0
27,839,820,996,991,4241,7,NW,1106,N530US,157.0,171.0,133.0,5.0,19,DTW,RSW,1085,5.0,19.0,0,N,0
64,1255,1085,1429,1232,4242,2,9E,5839,87949E,114.0,87.0,67.0,197.0,170,CWA,DTW,363,36.0,11.0,0,N,0
270,926,890,1058,1053,4243,5,CO,1739,N57868,252.0,283.0,232.0,5.0,36,IAH,SEA,1874,4.0,16.0,0,N,0
329,980,961,1022,987,4244,1,YV,2619,N925FJ,102.0,86.0,63.0,35.0,19,CLT,BHM,351,4.0,35.0,0,N,0
44,841,760,918,855,4245,3,MQ,4732,N727AE,77.0,95.0,59.0,63.0,81,RDU,LGA,431,6.0,12.0,0,N,0
255,528,495,589,565,4246,4,WN,4,N224WN,61.0,70.0,53.0,24.0,33,DAL,MAF,319,2.0,6.0,0,N,0
348,612,565,825,788,4247,6,B6,99,N629JB,393.0,403.0,366.0,37.0,47,JFK,OAK,2576,5.0,22.0,0,N,0
170,887,880,1247,1229,4248,3,AA,1014,N4XHAA,240.0,229.0,200.0,18.0,7,SEA,ORD,1721,17.0,23.0,0,N,0
2,565,555,728,716,4249,3,OH,5033,N712CA,163.0,161.0,122.0,12.0,10,LGA,SAV,722,8.0,33.0,0,N,0
245,864,855,940,925,4250,1,WN,898,N277WN,76.0,70.0,57.0,15.0,9,SNA,SJC,342,3.0,16.0,0,N,0
120,817,810,890,890,4251,2,EV,4640,N882AS,73.0,80.0,55.0,0.0,7,FAY,ATL,331,9.0,9.0,0,N,0
178,1345,1175,1432,1266,4252,4,OH,5100,N798CA,87.0,91.0,66.0,166.0,170,CVG,ROC,461,11.0,10.0,0,N,0
157,754,710,760,720,4253,4,WN,2355,N285WN,66.0,70.0,55.0,40.0,44,JAX,BHM,365,3.0,8.0,0,N,0
135,517,490,588,565,4254,3,WN,1959,N370SW,131.0,135.0,110.0,23.0,27,AUS,DEN,775,8.0,13.0,0,N,0
183,1027,1010,1139,1125,4255,2,WN,719,N513SW,172.0,175.0,155.0,14.0,17,FLL,AUS,1105,3.0,14.0,0,N,0
139,1296,1275,1415,1391,4256,7,DL,1423,N6711M,299.0,296.0,245.0,24.0,21,ATL,LAX,1946,12.0,42.0,0,N,0
187,1207,1140,1317,1244,4257,6,US,1292,N450UW,110.0,104.0,75.0,73.0,67,TPA,CLT,508,4.0,31.0,0,N,0
3,1414,1190,117,1355,4258,4,WN,106,N751SW,83.0,105.0,73.0,202.0,224,MDW,BWI,611,4.0,6.0,0,N,0
211,1076,1070,1133,1135,4259,2,AA,2275,N4WTAA,57.0,65.0,40.0,-2.0,6,DFW,SAT,247,5.0,12.0,0,N,0
238,1055,925,117,1430,4260,1,AA,726,N5FKAA,322.0,325.0,296.0,127.0,130,LAX,BOS,2611,8.0,18.0,0,N,0
220,1171,1130,1197,1145,4261,4,EV,4260,N820AS,86.0,75.0,43.0,52.0,41,ATL,VPS,264,6.0,37.0,0,N,0
211,816,800,882,863,4262,2,XE,2716,N16919,66.0,63.0,39.0,19.0,16,EWR,SYR,194,6.0,21.0,0,N,0
352,964,900,1057,1005,4263,3,MQ,4716,N705MQ,93.0,105.0,70.0,52.0,64,LGA,RDU,431,4.0,19.0,0,N,0
59,841,800,943,900,4264,4,MQ,3225,N236AE,102.0,100.0,73.0,43.0,41,DFW,LFT,351,7.0,22.0,0,N,0
136,679,660,750,735,4265,4,WN,963,N525SW,71.0,75.0,61.0,15.0,19,HOU,OKC,419,3.0,7.0,0,N,0
99,1266,1260,18,1433,4266,2,DL,1100,N656DL,312.0,293.0,291.0,25.0,6,SLC,ANC,2125,7.0,14.0,0,N,0
69,1067,1055,1159,1135,4267,7,WN,212,N230WN,92.0,80.0,79.0,24.0,12,PVD,PHL,238,4.0,9.0,0,N,0
153,1216,1209,1282,1285,4268,7,US,188,N663AW,66.0,76.0,48.0,-3.0,7,PHX,SAN,304,5.0,13.0,0,N,0
136,1057,1010,1161,1145,4269,4,UA,271,N425UA,224.0,255.0,206.0,16.0,47,PHL,DEN,1557,6.0,12.0,0,N,0
209,1314,1290,1405,1386,4270,7,F9,797,N809FR,151.0,156.0,138.0,19.0,24,DEN,PDX,992,4.0,9.0,0,N,0
30,991,975,1047,1030,4271,3,AA,1803,N629AA,176.0,175.0,156.0,17.0,16,DFW,LAS,1055,5.0,15.0,0,N,0
289,1140,1035,1173,1070,4272,3,AA,1033,N491AA,93.0,95.0,76.0,103.0,105,DFW,ELP,551,3.0,14.0,0,N,0
203,476,422,558,505,4273,1,YV,7209,N75992,82.0,83.0,53.0,53.0,54,IAD,LGA,229,3.0,26.0,0,N,0
179,1167,1155,1264,1259,4274,5,DL,671,N925DL,97.0,104.0,77.0,5.0,12,ATL,PBI,545,5.0,15.0,0,N,0
308,510,460,591,563,4275,1,CO,495,N14107,201.0,223.0,180.0,28.0,50,IAH,LAX,1379,7.0,14.0,0,N,0
76,1107,1040,1425,1380,4276,7,WN,3947,N522SW,198.0,220.0,188.0,45.0,67,LAX,STL,1593,3.0,7.0,0,N,0
181,1080,1060,1141,1110,4277,7,WN,640,N221WN,61.0,50.0,38.0,31.0,20,HOU,SAT,192,6.0,17.0,0,N,0
2,1275,1235,40,1429,4278,3,US,1549,N182UW,385.0,374.0,336.0,51.0,40,PHL,SEA,2378,6.0,43.0,0,N,0
176,522,515,656,670,4279,2,DL,17,N695DA,134.0,155.0,100.0,-14.0,7,JFK,ATL,760,7.0,27.0,0,N,0
137,1308,1265,1357,1310,4280,5,MQ,4053,N694AE,49.0,45.0,28.0,47.0,43,ORD,DBQ,147,3.0,18.0,0,N,0
226,526,520,622,598,4281,3,DL,1039,N6712B,276.0,258.0,246.0,24.0,6,ATL,SAN,1891,3.0,27.0,0,N,0
13,830,795,959,885,4282,7,FL,223,N922AT,129.0,90.0,84.0,74.0,35,MCO,CLT,468,6.0,39.0,0,N,0
257,982,945,1297,1270,4283,6,AA,1708,N5BVAA,195.0,205.0,174.0,27.0,37,LAS,ORD,1515,7.0,14.0,0,N,0
335,646,610,773,697,4284,7,EV,5405,N933EV,127.0,87.0,100.0,76.0,36,ILM,ATL,377,21.0,6.0,0,N,0
189,902,880,1023,1010,4285,1,WN,2961,N662SW,121.0,130.0,106.0,13.0,22,MCO,SDF,718,4.0,11.0,0,N,0
237,1251,1240,1293,1285,4286,7,WN,1137,N754SW,42.0,45.0,29.0,8.0,11,HOU,AUS,148,6.0,7.0,0,N,0
42,589,545,882,845,4287,1,AA,2434,N614AA,173.0,180.0,151.0,37.0,44,LAX,DFW,1235,10.0,12.0,0,N,0
71,959,953,1092,1095,4288,2,XE,3044,N12996,133.0,142.0,109.0,-3.0,6,OMA,IAH,781,13.0,11.0,0,N,0
19,631,625,783,780,4289,6,F9,825,N921FR,92.0,95.0,73.0,3.0,6,DEN,MCI,533,5.0,14.0,0,N,0
41,1245,1200,1352,1299,4290,7,XE,2368,N12967,107.0,99.0,72.0,53.0,45,CLE,MHT,544,9.0,26.0,0,N,0
347,1225,1218,1276,1257,4291,5,OO,6828,N708SK,111.0,99.0,77.0,19.0,7,TUS,LAX,451,12.0,22.0,0,N,0
44,1212,1205,1394,1412,4292,3,B6,89,N634JB,362.0,387.0,333.0,-18.0,7,JFK,ONT,2430,4.0,25.0,0,N,0
156,895,865,1043,1018,4293,3,EV,4586,N828AS,88.0,93.0,69.0,25.0,30,LIT,ATL,453,9.0,10.0,0,N,0
102,1172,1165,1274,1255,4294,5,AA,497,N598AA,102.0,90.0,84.0,19.0,7,MEM,DFW,432,6.0,12.0,0,N,0
171,569,503,653,595,4295,4,UA,1268,N336UA,84.0,92.0,64.0,58.0,66,SFO,EUG,451,2.0,18.0,0,N,0
142,1080,1025,1360,1325,4296,3,WN,1481,N621SW,160.0,180.0,150.0,35.0,55,PHX,STL,1262,4.0,6.0,0,N,0
149,777,765,884,880,4297,3,MQ,4558,N718AE,107.0,115.0,87.0,4.0,12,CMH,BOS,640,9.0,11.0,0,N,0
122,828,820,899,885,4298,4,AA,484,N3BUAA,71.0,65.0,44.0,14.0,8,TUL,DFW,237,17.0,10.0,0,N,0
349,959,950,1157,1165,4299,7,WN,964,N279WN,138.0,155.0,127.0,-8.0,9,MDW,MCO,989,3.0,8.0,0,N,0
15,1060,990,1131,1075,4300,2,WN,97,N695SW,71.0,85.0,60.0,56.0,70,LAX,SFO,337,4.0,7.0,0,N,0
160,1215,965,41,1200,4301,7,CO,1170,N16618,206.0,175.0,118.0,281.0,250,ORD,EWR,719,17.0,71.0,0,N,0
189,754,747,888,877,4302,1,XE,2205,N11155,194.0,190.0,165.0,11.0,7,IAD,IAH,1190,9.0,20.0,0,N,0
268,1010,1000,1072,1070,4303,3,WN,1615,N200WN,62.0,70.0,52.0,2.0,10,SNA,SJC,342,3.0,7.0,0,N,0
296,1314,1299,1356,1351,4304,3,YV,7073,N77181,42.0,52.0,27.0,5.0,15,ORD,MLI,139,5.0,10.0,0,N,0
38,919,900,1089,1085,4305,4,AA,1530,N3ABAA,170.0,185.0,151.0,4.0,19,MIA,LGA,1097,7.0,12.0,0,N,0
358,982,955,1016,1005,4306,2,WN,2630,N338SW,94.0,110.0,86.0,11.0,27,MCO,MSY,550,3.0,5.0,0,N,0
184,1099,1060,1298,1255,4307,3,WN,2903,N661SW,199.0,195.0,180.0,43.0,39,MHT,TPA,1204,5.0,14.0,0,N,0
49,523,510,722,684,4308,1,CO,1592,N31412,199.0,174.0,160.0,38.0,13,EWR,MCO,938,7.0,32.0,0,N,0
160,1060,1050,1232,1143,4309,7,US,2042,N701UW,172.0,93.0,66.0,89.0,10,DCA,BOS,399,4.0,102.0,0,N,0
322,762,710,892,835,4310,1,B6,334,N598JB,130.0,125.0,105.0,57.0,52,MCO,IAD,758,7.0,18.0,0,N,0
350,768,734,873,850,4311,1,EV,5639,N741EV,105.0,116.0,93.0,23.0,34,CLE,ATL,554,5.0,7.0,0,N,0
66,1157,1078,1266,1170,4312,4,FL,619,N895AT,109.0,92.0,62.0,96.0,79,TPA,ATL,406,10.0,37.0,0,N,0
175,567,560,775,755,4313,1,UA,528,N513UA,148.0,135.0,118.0,20.0,7,ORD,BOS,867,9.0,21.0,0,N,0
219,1010,943,1201,1146,4314,3,UA,284,N584UA,131.0,143.0,109.0,55.0,67,DEN,ORD,888,5.0,17.0,0,N,0
301,874,865,950,955,4315,1,AA,439,N449AA,76.0,90.0,59.0,-5.0,9,ORD,MSP,334,5.0,12.0,0,N,0
108,860,850,960,954,4316,4,YV,7277,N510MJ,100.0,104.0,77.0,6.0,10,PWM,IAD,494,5.0,18.0,0,N,0
69,1237,1215,1400,1394,4317,7,CO,639,N17244,163.0,179.0,142.0,6.0,22,MIA,EWR,1086,10.0,11.0,0,N,0
74,557,545,708,682,4318,5,CO,1407,N78285,271.0,257.0,248.0,26.0,12,IAH,SJC,1608,6.0,17.0,0,N,0
364,827,808,925,920,4319,1,EV,5672,N376CA,98.0,112.0,79.0,5.0,19,RIC,ATL,481,8.0,11.0,0,N,0
319,492,425,719,616,4320,5,UA,670,N443UA,167.0,131.0,119.0,103.0,67,ORD,LGA,733,4.0,44.0,0,N,0
30,1056,1034,1187,1190,4321,3,UA,284,N421UA,131.0,156.0,118.0,-3.0,22,IAH,ORD,925,4.0,9.0,0,N,0
216,742,710,877,854,4322,7,CO,1726,N78511,315.0,324.0,298.0,23.0,32,EWR,SAN,2425,3.0,14.0,0,N,0
52,517,505,721,720,4323,4,WN,1051,N718SW,144.0,155.0,128.0,1.0,12,MDW,TPA,997,4.0,12.0,0,N,0
362,1043,1030,1173,1165,4324,6,MQ,4381,N712MQ,70.0,75.0,54.0,8.0,13,ORD,SDF,286,4.0,12.0,0,N,0
37,940,934,1026,1026,4325,3,DL,1865,N977DL,86.0,92.0,68.0,0.0,6,ATL,SRQ,445,3.0,15.0,0,N,0
233,587,580,654,650,4326,3,AA,1419,N4WPAA,67.0,70.0,40.0,4.0,7,LAS,LAX,236,10.0,17.0,0,N,0
163,787,765,995,975,4327,3,MQ,3721,N651AE,148.0,150.0,127.0,20.0,22,DFW,SAV,925,6.0,15.0,0,N,0
168,1318,1310,1417,1415,4328,1,OO,2642,N988CA,39.0,45.0,24.0,2.0,8,MKE,GRR,120,3.0,12.0,0,N,0
84,930,893,983,960,4329,1,XE,2690,N13990,53.0,67.0,37.0,23.0,37,BUF,CLE,192,4.0,12.0,0,N,0
123,1284,1260,4,1420,4330,5,AS,450,N708AS,160.0,160.0,138.0,24.0,24,SEA,LAX,954,8.0,14.0,0,N,0
335,1243,1155,1367,1205,4331,7,MQ,3929,N630MQ,124.0,50.0,26.0,162.0,88,ORD,MLI,139,4.0,94.0,0,N,0
179,932,904,1017,993,4332,5,DL,11,N627DL,265.0,269.0,240.0,24.0,28,ATL,SAN,1891,4.0,21.0,0,N,0
318,1049,1001,1119,1087,4333,4,CO,721,N14324,130.0,146.0,104.0,32.0,48,ATL,IAH,689,4.0,22.0,0,N,0
108,961,945,1061,1065,4334,4,MQ,3771,N836AE,100.0,120.0,83.0,-4.0,16,DFW,VPS,626,6.0,11.0,0,N,0
64,1237,1230,1315,1326,4335,2,US,1097,N745VJ,78.0,96.0,60.0,-11.0,7,BOS,PHL,280,7.0,11.0,0,N,0
314,1020,1005,1100,1092,4336,7,XE,2980,N16951,80.0,87.0,69.0,8.0,15,TYS,CLE,403,4.0,7.0,0,N,0
191,1056,1045,1288,1262,4337,3,DL,1634,N943DL,172.0,157.0,139.0,26.0,11,SAT,ATL,874,19.0,14.0,0,N,0
268,1031,945,1076,1003,4338,3,XE,2442,N14188,45.0,58.0,32.0,73.0,86,IAH,LFT,201,3.0,10.0,0,N,0
92,910,885,1043,1017,4339,2,OO,6044,N776SK,133.0,132.0,108.0,26.0,25,ORD,OKC,693,5.0,20.0,0,N,0
123,1042,1020,1131,1106,4340,5,EV,4603,N904EV,89.0,86.0,64.0,25.0,22,OAJ,ATL,399,11.0,14.0,0,N,0
167,850,835,990,976,4341,7,US,1981,N512AU,140.0,141.0,125.0,14.0,15,DCA,TPA,814,2.0,13.0,0,N,0
197,984,960,1127,1114,4342,2,EV,4202,N857AS,143.0,154.0,114.0,13.0,24,ATL,HPN,780,3.0,26.0,0,N,0
4,809,785,912,903,4343,5,EV,4168,N719EV,103.0,118.0,89.0,9.0,24,ATL,DTW,594,4.0,10.0,0,N,0
143,849,840,1006,985,4344,4,DL,1832,N990DL,97.0,85.0,66.0,21.0,9,MSY,ATL,425,17.0,14.0,0,N,0
27,520,505,595,553,4345,7,EV,4734,N630AS,75.0,48.0,27.0,42.0,15,ATL,CHA,106,4.0,44.0,0,N,0
295,928,860,1111,1047,4346,2,CO,800,N37277,183.0,187.0,149.0,64.0,68,FLL,EWR,1065,12.0,22.0,0,N,0
169,1082,1025,1223,1175,4347,2,WN,1680,N366SW,81.0,90.0,73.0,48.0,57,PHX,SLC,507,2.0,6.0,0,N,0
280,711,680,1140,1125,4348,1,FL,48,N279AT,249.0,265.0,232.0,15.0,31,LAX,ATL,1946,6.0,11.0,0,N,0
162,1165,872,1267,975,4349,2,YV,7317,N27185,102.0,103.0,82.0,292.0,293,SAV,IAD,515,10.0,10.0,0,N,0
78,821,805,952,925,4350,2,DL,70,N601DL,131.0,120.0,105.0,27.0,16,MIA,ATL,595,11.0,15.0,0,N,0
325,506,499,741,746,4351,4,UA,1526,N477UA,175.0,187.0,149.0,-5.0,7,ORD,MIA,1197,12.0,14.0,0,N,0
116,904,880,1067,1060,4352,5,AA,902,N057AA,163.0,180.0,145.0,7.0,24,MIA,JFK,1090,8.0,10.0,0,N,0
126,1035,1025,1139,1127,4353,1,OH,5186,N487CA,104.0,102.0,89.0,12.0,10,ORF,CVG,485,3.0,12.0,0,N,0
225,638,620,753,702,4354,2,XE,3108,N14945,115.0,82.0,90.0,51.0,18,IAH,OKC,395,4.0,21.0,0,N,0
258,895,867,979,955,4355,7,UA,1199,N372UA,84.0,88.0,55.0,24.0,28,BDL,IAD,326,6.0,23.0,0,N,0
3,745,720,1053,1022,4356,4,US,1522,N102UW,188.0,182.0,170.0,31.0,25,DEN,CLT,1337,4.0,14.0,0,N,0
87,612,600,675,670,4357,4,AA,1599,N290AA,63.0,70.0,45.0,5.0,12,DFW,IAH,224,7.0,11.0,0,N,0
114,897,890,1018,1015,4358,3,AA,820,N3AWAA,121.0,125.0,106.0,3.0,7,MIA,RDU,700,5.0,10.0,0,N,0
